,Unnamed: 0.1,Unnamed: 0,article,qid,total_pageviews,description,category,page_size,revisions_since_2024,incoming_number,outgoing_number
478,478,478,Maslow's_hierarchy_of_needs,Q179515,1219581,"theory in developmental psychology proposed by Abraham Maslow, comprising a five-tier model of human needs: physiological, safety, love and belonging, esteem, and self-actualization",Unknown-importance,46766.0,140,788,419
479,479,479,Massage,Q179415,182144,"mechanical manipulation of skin, connective tissue and muscles through stretching, train and pressure stimulus",Low-importance,120592.0,216,718,761
480,480,480,Massage_Envy,Q10327170,351,massage shop chain,Low-importance,17802.0,7,9,78
481,481,481,Mat_Fraser_(athlete),Q21621317,26133,Canadian-American professional CrossFit athlete,Unknown-importance,50902.0,7,43,244
482,482,482,Matthew_Kenney,Q16195623,8733,American chef,Low-importance,24273.0,36,147,250
483,483,483,McKesson_Corporation,Q570473,113642,U.S. healthcare supplies,Mid-importance,42496.0,82,359,366
484,484,484,Meatless,Q83364,948,practice of abstaining from the consumption of meat,Mid-importance,27.0,0,2,1
485,485,485,Medicaid,Q1141363,194105,United States social health care program for families and individuals with limited resources,Mid-importance,120158.0,161,2053,743
486,486,486,Medicaid_coverage_gap,Q24526016,108,In U.S. public healthcare policy,Unknown-importance,76197.0,19,41,295
487,487,487,Medical_drama,Q1786567,7385,television drama program where events center around a medical environment,Low-importance,7596.0,19,1291,113
488,488,488,Medical_malpractice,Q2565355,33547,legal cause of action when health professionals deviate from standards of practice harming a patient,Low-importance,15168.0,41,561,122
489,489,489,Medicare.gov,Q559392,35257,US federal health insurance,Mid-importance,134.0,0,0,7
490,490,490,Medicare_(Canada),Q6806631,463,"Canada's publicly funded, single-payer health care system",High-importance,75321.0,32,336,332
491,491,491,Medicare_(United_States),Q559392,262716,US federal health insurance,Mid-importance,151514.0,187,1863,721
492,492,492,Medicine,Q11190,335089,"field of study for diagnosing, treating and preventing disease",High-importance,102935.0,172,7855,916
493,493,493,Medicine_ball,Q1304461,727,piece of exercise equipment,Low-importance,5001.0,12,47,45
494,494,494,Men's_health,Q4141483,540,"physical, mental, and social well-being, as experienced by boys and men",Low-importance,40830.0,41,386,441
495,495,495,Menstrual_Hygiene_Day,Q22205294,402,annual awareness day to highlight the importance of good menstrual hygiene management,Low-importance,13256.0,9,75,315
496,496,496,Mental_breakdown,Q12135,128305,distressing thought or behavior pattern,High-importance,75.0,0,361,8
497,497,497,Mental_disorder,Q12135,511180,distressing thought or behavior pattern,High-importance,211271.0,157,2013,1370
498,498,498,Mental_health,Q317309,249151,level of psychological well-being,High-importance,138628.0,317,3263,1327
499,499,499,Mental_health_during_the_COVID-19_pandemic,Q89058901,267,"impact of the pandemic on the mental health, including stress, anxiety and worry for many individuals around the world, arising both from the disease itself and from response measures such as social distancing",Low-importance,160009.0,102,1362,2233
500,500,500,Menthol_cigarette,Q6817560,14941,cigarette with mint taste,Low-importance,44658.0,36,131,322
501,501,501,Meswak,Q6822185,800,toothpaste brand of Dabur,Low-importance,4698.0,5,13,42
502,502,502,Michael_Greger,Q6830782,56390,"American physician, author, and health activist",Low-importance,40665.0,154,427,747
503,503,503,Microlife,Q6839618,1127,unit of risk representing half an hour change of life expectancy,Low-importance,5900.0,6,2,38
504,504,504,Microplastics_effects_on_human_health,Q124750856,337,how plastic particles affect human health,Low-importance,91.0,1,3,5
505,505,505,Middle_age,Q1202615,128419,period of age beyond young adulthood but before the onset of old age,Mid-importance,15745.0,151,241,141
506,506,506,Mike_Katz,Q1369606,910,American bodybuilder,Low-importance,6377.0,11,18,54
507,507,507,Mills_Darden,Q4155045,397,Alleged largest man in history,Low-importance,2999.0,27,9,21
508,508,508,Minister_of_health,Q3273722,317,minister in charge of health matters,Low-importance,7908.0,10,25,270
509,509,509,"Ministry_of_Health,_Palestine",Q724644,5885,government ministry of the State of Palestine,Low-importance,44.0,0,13,1
510,510,510,Ministry_of_Health_(Israel),Q2079801,137,Israeli ministry of health,Low-importance,13846.0,20,281,242
511,511,511,Ministry_of_Health_(Palestine),Q724644,1340,government ministry of the State of Palestine,Low-importance,9221.0,25,114,156
512,512,512,Minority_stress,Q17103967,180,type of stress faced by members of stigmatized minority groups,Low-importance,60032.0,32,516,235
513,513,513,Mobility_impairment,Q1179623,1041,"limitation on a person's physical functioning, mobility, dexterity or stamina",Low-importance,112.0,0,15,15
514,514,514,MonaVie,Q2597545,750,American multi-level marketing company,Low-importance,39107.0,6,106,260
515,515,515,Mona_Vie,Q2597545,254,American multi-level marketing company,Low-importance,21.0,1,0,1
516,516,516,Moose_test,Q1325532,607,evasive maneuver vehicle test,Low-importance,11863.0,44,42,106
517,517,517,Morbid_obesity,Q12174,31283,medical condition in which individuals have an excess of body fat,High-importance,21.0,0,41,1
518,518,518,Mount_Sinai_Health_System,Q5165549,5469,US hospital network,Mid-importance,21317.0,37,226,180
519,519,519,Movember,Q31489,65298,annual charity event,Low-importance,37972.0,33,129,210
520,520,520,Murder_of_Yadira_Arroyo,Q121734344,6021,"2017 murder in the Bronx, New York, United States",Low-importance,12922.0,7,63,110
521,521,521,Muscle_hypertrophy,Q1955391,43003,enlargement or overgrowth of a muscle organ,Mid-importance,46600.0,53,196,366
522,522,522,MyFitnessPal,Q6944817,29172,free app and website that tracks diet and exercise,Low-importance,8927.0,22,16,51
523,523,523,MyPyramid,Q6944857,110,nutrition guide,Low-importance,13975.0,1,127,217
524,524,524,Myalgia,Q474959,90238,muscle pain,Mid-importance,9129.0,28,525,289
525,525,525,NHS,Q918396,452,publicly-funded healthcare systems in the United Kingdom,High-importance,135.0,0,567,16
526,526,526,NHSScotland,Q16933548,144,Publicly-funded healthcare system in Scotland,High-importance,88.0,1,1,8
527,527,527,NHS_(England),Q16251481,361,publicly funded system of healthcare in England,High-importance,47.0,0,7,1
528,528,528,NHS_Choices,Q16251481,357,publicly funded system of healthcare in England,High-importance,117.0,0,46,8
529,529,529,NHS_Scotland,Q16933548,316,Publicly-funded healthcare system in Scotland,High-importance,53464.0,41,476,318
530,530,530,NIOSH_air_filtration_rating,Q23582148,134,rating system for respirators designed to protect against contaminated air particles,Low-importance,35363.0,362,291,392
531,531,531,Nail_clipper,Q270380,901,tool for trimming toe or finger nails,Low-importance,7528.0,27,105,249
532,532,532,Naked_Mile_(event),Q119770589,1649,informal athletics event,Low-importance,4989.0,9,147,184
533,533,533,Naked_swimming,Q2179394,591,swimming without clothing,Low-importance,27.0,0,0,1
534,534,534,Nap,Q5242962,1963,short period of sleep during typical waking hours,Mid-importance,27780.0,50,142,273
535,535,535,National_Health_Service,Q918396,67446,publicly-funded healthcare systems in the United Kingdom,High-importance,63216.0,162,4111,303
536,536,536,National_Health_Service_(England),Q16251481,8719,publicly funded system of healthcare in England,High-importance,105219.0,106,915,426
537,537,537,National_Institute_for_Occupational_Safety_and_Health,Q60346,1485,United States government research agency for preventing work-related health and safety problems,Mid-importance,49220.0,110,1465,700
538,538,538,National_health_insurance,Q1519138,403,system of health insurance that insures a national population against the costs of health care,Mid-importance,14537.0,9,352,243
539,539,539,Native_American_disease_and_epidemics,Q6979955,54325,"diseases spread, mainly by European colonists, with harsh effects on Native Americans",Mid-importance,71569.0,188,309,657
540,540,540,Nature's_Sunshine_Products,Q4045079,147,American multi-level marketing company,Low-importance,6487.0,6,103,145
541,541,541,Neal_D._Barnard,Q6984087,1225,"American physician, author, and clinical researcher",Low-importance,17736.0,145,516,534
542,542,542,Neurobiological_effects_of_physical_exercise,Q5347380,3446,"neural, cognitive, and behavioral effects of physical exercise",Mid-importance,98683.0,51,376,857
543,543,543,Neutrogena,Q2451589,1782,Cosmetics company,Low-importance,21880.0,37,275,482
544,544,544,Nicotine_withdrawal,Q3961638,17251,process of withdrawing from nicotine addiction,Unknown-importance,9553.0,14,239,308
545,545,545,Nivea,Q337408,1460,German personal care brand that specializes in skin and body care,Low-importance,16426.0,56,357,268
546,546,546,Noise-induced_hearing_loss,Q1475712,106,condition in which a person loses the ability to hear due to exposure to high intensity sound,Unknown-importance,116135.0,41,259,677
547,547,547,Noise_pollution,Q92251,15493,"excessive, displeasing human, animal, or machine-created environmental noise",Unknown-importance,111068.0,84,866,784
548,548,548,Nordic_walking,Q667692,3041,physical activity or sport involving cross-country walking with specially designed walking poles similar to ski poles,Unknown-importance,8565.0,20,170,239
549,549,549,Nova_classification,Q56320892,7317,"food classification system based on the nature, extent, and purpose of industrial food processing",Mid-importance,28234.0,26,13,186
550,550,550,Noxzema,Q7067326,986,Brand of skin cleanser marketed by Unilever,Low-importance,11611.0,21,167,208
551,551,551,Nude_swimming,Q2179394,148498,swimming without clothing,Low-importance,63581.0,225,264,720
552,552,552,Nutrilite,Q511601,273,"Nutrilite is a brand of mineral, vitamin, and dietary supplements developed in 1934 by Carl F. Rehnborg.",Low-importance,4592.0,15,21,26
553,553,553,Obesity,Q12174,342975,medical condition in which individuals have an excess of body fat,High-importance,184024.0,134,2772,1182
554,554,554,Obesity_and_the_environment,Q17072332,170,aims to look at the different environmental factors that have been determined by researchers to cause and perpetuate obesity,Unknown-importance,57629.0,16,74,317
555,555,555,Obesity_and_walking,Q3138170,424,obesity and walking effects,Unknown-importance,18335.0,5,81,130
556,556,556,Obesity_in_Australia,Q7074848,293,overview about obesity in Australia,Low-importance,32648.0,12,31,174
557,557,557,Obesity_in_China,Q7074853,110,overview of obesity in China,Low-importance,13350.0,5,90,183
558,558,558,Obesity_in_Germany,Q7074854,132,overview about obesity in Germany,Low-importance,19940.0,10,36,163
559,559,559,Obesity_in_Nauru,Q7074860,40705,,Low-importance,6309.0,18,79,136
560,560,560,Obesity_in_the_Pacific,Q7074868,4989,overview about obesity in the Pacific,Mid-importance,16867.0,21,40,187
561,561,561,Occupational_burnout,Q327988,58354,"type of work-related stress, with symptoms characterized by feelings of energy depletion or exhaustion; increased mental distance from one’s job, or feelings of negativism or cynicism related to one's job; and reduced professional efficacy",High-importance,110271.0,685,874,521
562,562,562,Occupational_health,Q629029,432,"area concerned with the safety, health and welfare of people at occupation",Low-importance,138.0,0,90,8
563,563,563,Occupational_safety_and_health,Q629029,30914,"area concerned with the safety, health and welfare of people at occupation",Low-importance,216431.0,280,4302,3024
564,564,564,Occupational_stress,Q815298,405,"tensions related to workplace responsibilities or situations, and their negative health and psychological effects",Mid-importance,76225.0,26,781,1085
565,565,565,Occupational_therapy,Q380141,118951,therapy to increase skills related to work or independent living,Low-importance,116755.0,93,1017,520
566,566,566,One-repetition_maximum,Q59603,97,Maximum weight that can be lifted at once,Low-importance,11239.0,11,16,43
567,567,567,One_weird_trick,Q22907464,448,form of clickbait advertising,Low-importance,49.0,7,1,5
568,568,568,One_weird_trick_advertisements,Q22907464,126,form of clickbait advertising,Low-importance,80.0,1,1,5
569,569,569,Open_defecation,Q17072861,43789,humans defecating outside (in the open environment) rather than into a toilet,Low-importance,72499.0,215,856,816
570,570,570,Optum,Q30284383,159005,"company in Eden Prairie, United States",Low-importance,23944.0,67,105,160
571,571,571,Oral_hygiene,Q13445028,4335,the practice of keeping one's oral cavity clean and free of disease and other problems (e.g. bad breath) by regular brushing of the teeth (dental hygiene) and adopting good hygiene habits,Mid-importance,62245.0,42,590,509
572,572,572,Orangetheory_Fitness,Q25005163,31224,American boutique fitness studio franchise,Low-importance,16890.0,28,26,82
573,573,573,Orienteering,Q29358,31912,group of sports that requires navigational skills,Mid-importance,50304.0,39,1603,541
574,574,574,Orthotics,Q59744853,71953,medical specialty that focuses on the design and application of orthoses,Mid-importance,87069.0,54,445,369
575,575,575,Oura_Health,Q65241898,34899,Finnish technology company,Low-importance,21737.0,66,15,111
576,576,576,Outdoor_recreation,Q968907,15449,recreation engaged out of doors,Low-importance,17453.0,34,441,423
577,577,577,Overhead_press,Q3268839,3374,Upper body compound lift,Low-importance,3963.0,10,104,88
578,578,578,Overtraining,Q334310,635,exercising to a load which exceeds recovery capacity,Low-importance,16421.0,26,50,105
579,579,579,Overweight,Q332428,2228,having a body mass index of 25.0–29.9 kg/m2,High-importance,26113.0,18,357,262
580,580,580,P90X,Q4875834,1153,Fitness and nutrition company,Low-importance,193.0,1,16,4
581,581,581,PHEIC,Q17076801,425,"an extraordinary event which is determined to constitute a public health risk to other States through the international spread of disease and to potentially require a coordinated international response, as declared by WHO",Low-importance,112.0,0,7,8
582,582,582,Palaniappan_Manickam,Q122958490,13899,Indian-American gastroenterologist,Low-importance,12586.0,56,137,222
583,583,583,Paleo_diet,Q533945,782,fat diet based on the presumed diet of Paleolithic humans,Mid-importance,30.0,0,13,1
584,584,584,Paleolithic_diet,Q533945,169989,fat diet based on the presumed diet of Paleolithic humans,Mid-importance,40661.0,64,180,491
585,585,585,Pallor,Q2336398,5394,pale skin,Low-importance,7562.0,11,219,171
586,586,586,Palm_cooling,Q107360766,462,recovery intervention that involves cooling the palm of the hand,Low-importance,20505.0,28,0,123
587,587,587,Passive_smoking,Q259516,4966,inhalation of smoke by persons other than the intended active smoker,High-importance,137627.0,53,758,1514
588,588,588,Patanjali_Ayurved,Q19856023,404,Indian consumer goods company,Low-importance,70392.0,98,28,305
589,589,589,Patrick_Deuel,Q4162612,683,"American ""Half ton man"" (1962–2016)",Low-importance,4580.0,0,9,33
590,590,590,Paul_Kimelman,Q7151780,1212,American biographer,Low-importance,2430.0,6,4,23
591,591,591,Paul_M._Ellwood_Jr.,Q7152112,198,American physician (1926–2022),Low-importance,24894.0,5,17,130
592,592,592,Paula_Ben-Gurion,Q2906875,2700,wife of Prime Minister of Israel,Unknown-importance,36264.0,39,15,176
593,593,593,Pedestrian,Q221488,677,person who travels on foot,Unknown-importance,16546.0,64,845,206
594,594,594,Pedicure,Q1161133,20485,cosmetic treatment of the feet and toenails,Low-importance,6079.0,41,241,229
595,595,595,Pedometer,Q648434,2296,"device, usually portable and electronic or electromechanical, that counts each step a person takes by detecting the motion of the person's hands or hips",Mid-importance,29679.0,31,136,240
596,596,596,Pefletti,Q11865261,418,small sheet on a sauna bench,Unknown-importance,2253.0,13,2,18
597,597,597,Peloton_(exercise_equipment_company),Q56276186,1472,American exercise equipment and media company,Unknown-importance,33.0,0,36,1
598,598,598,Peloton_Interactive,Q56276186,65642,American exercise equipment and media company,Unknown-importance,68033.0,54,90,286
599,599,599,Pepsodent,Q2709613,1493,American brand of toothpaste,Low-importance,9480.0,8,194,248
600,600,600,Perineum_sunning,Q104834409,10942,wellness practice that involves exposing the perineum to sunlight,Low-importance,8065.0,12,4,30
601,601,601,Personal_trainer,Q762121,471,individual who provides others with fitness training and instruction,Mid-importance,24724.0,42,463,82
602,602,602,Philips_Norelco,Q3343650,157,American brand name for electric shavers and other personal care products made by the Consumer Lifestyle division of Philips,Low-importance,10712.0,11,78,132
603,603,603,Photochemical_smog,Q169994,330,severe air pollution,Mid-importance,154.0,0,32,1
604,604,604,Physical_activity,Q747883,9954,human physical activity consisting of voluntary bodily movement by skeletal muscles,High-importance,25700.0,78,260,190
605,605,605,Physical_culture,Q2997362,1127,health and strength training movement,Mid-importance,12055.0,10,542,233
606,606,606,Physical_disability,Q1179623,199,"limitation on a person's physical functioning, mobility, dexterity or stamina",Low-importance,6668.0,8,386,159
607,607,607,Physical_fitness,Q309252,65529,"state of health and well-being and, more specifically, the ability to perform aspects of sports, occupations and daily activities",High-importance,46753.0,19,845,461
608,608,608,Physical_rehabilitation,Q186005,508,health profession that aims to address the illnesses or injuries that limit a person's abilities to function in everyday lives,High-importance,30.0,0,51,1
609,609,609,Physical_strength,Q1785966,91,measure of a life form's exertion of force on physical objects,Low-importance,4971.0,11,198,36
610,610,610,Physical_therapy,Q186005,177923,health profession that aims to address the illnesses or injuries that limit a person's abilities to function in everyday lives,High-importance,77174.0,184,1806,588
611,611,611,Phytosterol,Q412457,96,class of steroids derived from plants,Low-importance,33779.0,10,760,602
612,612,612,Plain_tobacco_packaging,Q1582778,1067,use of standard generic packaging for tobacco products,Mid-importance,116317.0,71,167,881
613,613,613,Planet_Fitness,Q7201095,105314,US multinational fitness center chain,Low-importance,15786.0,110,469,472
614,614,614,Plank_(exercise),Q3094383,18659,isometric strength exercise,Unknown-importance,10921.0,27,66,71
615,615,615,Plyometrics,Q1425021,68790,Maximum intensity explosive exercises,High-importance,35668.0,15,117,154
616,616,616,Pole_dance,Q218998,44537,form of performing art,Low-importance,31386.0,37,416,322
617,617,617,Post_Holdings,Q27988145,28201,American consumer packaged goods holding company,Low-importance,24936.0,22,420,548
618,618,618,Powder,Q2908004,203,"dry, bulk material composed of many fine solid particles",Mid-importance,8807.0,34,189,186
619,619,619,Prancercise,Q16927760,154,viral video,Low-importance,13234.0,17,5,84
620,620,620,Preferred_walking_speed,Q7239848,5282,locomotion speed of animals and humans,Low-importance,18137.0,11,67,181
621,621,621,Presidential_Fitness_Test,Q107211048,90612,school physical fitness test in the United States,Unknown-importance,32023.0,76,7,531
622,622,622,Prevalence_of_tobacco_use,Q7242345,2381,percentage of population smoking tobacco,Mid-importance,49814.0,25,403,465
623,623,623,Preventive_healthcare,Q1773974,61880,"measures taken for disease prevention, with anticipatory actions that can be categorized as primal, primary, secondary, tertiary, and quaternary prevention",High-importance,118665.0,51,1329,1007
624,624,624,Primary_health_care,Q623543,90,essential health care accessible to all individuals and families in a community,High-importance,22026.0,12,186,183
625,625,625,Prior_authorization,Q17514788,3469,utilization management process used by some health insurance companies in the United States,Low-importance,15241.0,19,18,51
626,626,626,Proactiv,Q6125565,284,American brand of skin-care products,Low-importance,23609.0,28,42,138
627,627,627,Product_Red,Q624601,31842,company,Mid-importance,48814.0,37,761,519
628,628,628,Professional_fitness_coach,Q8563456,1799,"professional in the field of fitness and exercise, most often instruction, including aerobics and yoga instructors and authors of fitness instruction books or manuals",Low-importance,8955.0,6,17,50
629,629,629,Progressive_overload,Q7248855,5699,method of strength training,Unknown-importance,13391.0,17,4,72
630,630,630,Project_SCUM,Q7249304,3493,tobacco industry marketing plan,Low-importance,4829.0,7,46,61
631,631,631,Pronation_of_the_foot,Q7249910,70421,type of foot movement,Low-importance,15622.0,3,90,72
632,632,632,Protandim,Q7251172,1190,American multi-level marketing company,Low-importance,28096.0,16,170,220
633,633,633,Protein-sparing_modified_fast_(diet),Q15965728,558,type of diet,Low-importance,8412.0,6,14,177
634,634,634,Protein_leverage_hypothesis,Q65071140,501,dietary theory centred around protein consumption,Unknown-importance,5181.0,9,3,38
635,635,635,Protein_quality,Q25105257,1045,protein ranking for human nutrition,Mid-importance,55646.0,57,33,263
636,636,636,Providence_Health_&_Services,Q7252430,32374,"American non-profit, Catholic health care system",Low-importance,20898.0,30,215,109
637,637,637,Psychological_resilience,Q4105337,6184,"ability to cope with a life crisis, adapt in the face of stressors, or to adjust and return to pre-crisis status",Mid-importance,139650.0,75,446,722
638,638,638,Psychological_stress,Q3500368,51173,"psychological feeling of strain and pressure, that could increase the risk of strokes, heart attacks, ulcers, and mental illnesses such as depression and aggravation of a pre-existing condition",Mid-importance,83780.0,70,889,350
639,639,639,Psychoneuroimmunology,Q1500332,124,study of the interaction between psychological processes and the nervous and immune systems,Unknown-importance,54403.0,45,83,357
640,640,640,Public_Health_Cigarette_Smoking_Act,Q7257397,4933,1970 U.S. federal law,Low-importance,12385.0,13,43,239
641,641,641,Public_health,Q189603,74980,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals",Mid-importance,136998.0,152,5404,1488
642,642,642,Public_health_emergency_(United_States),Q7257745,121,declaration of a public health emergency in response to a (public) health crisis,High-importance,7784.0,6,54,53
643,643,643,Public_health_emergency_of_international_concern,Q17076801,21383,"an extraordinary event which is determined to constitute a public health risk to other States through the international spread of disease and to potentially require a coordinated international response, as declared by WHO",Low-importance,75291.0,112,69,300
644,644,644,Public_health_intervention,Q1814351,207,any effort or policy designed to improve public health,Unknown-importance,23269.0,22,238,138
645,645,645,Public_intoxication,Q7887424,4405,the state of being drunk in the public sphere,Low-importance,30052.0,34,407,384
646,646,646,Pull-down_(exercise),Q1995651,3392,"strength training exercise, usually at the front",Unknown-importance,8951.0,1,62,113
647,647,647,Pull-up_(exercise),Q1048487,28522,upper-body compound pulling exercise,Low-importance,68.0,5,73,5
648,648,648,Punching_bag,Q966668,584,bag designed to be repeatedly punched,Unknown-importance,10635.0,16,356,44
649,649,649,"Pure,_White_and_Deadly",Q39050654,372,1972 book by John Yudkin on the damages caused by the increase in sugar consumption,Low-importance,36592.0,5,126,276
650,650,650,Push-up,Q320575,39084,calisthenics exercise,High-importance,29606.0,113,199,197
651,651,651,Qnet,Q12912209,1052,Hong Kong-based multi-level marketing (MLM) company owned by the QI Group,Low-importance,184802.0,43,118,891
652,652,652,Quantified_self,Q1337542,270,movement of people who track themselves with body-related data,Low-importance,23895.0,54,229,121
653,653,653,RICE_(medicine),Q1115133,9842,medical acronym,Mid-importance,15561.0,60,85,116
654,654,654,Race_and_health_in_the_United_States,Q7278942,14386,overview article,High-importance,221820.0,116,784,2156
655,655,655,Rachel_Levine,Q57297528,1106451,"American professor of pediatrics and psychiatry; United States Assistant Secretary for Health, 2021–2025",Low-importance,44234.0,74,214,293
656,656,656,Radioactive_contamination,Q817114,12801,presence of radioactive substances where they are undesirable,Low-importance,35651.0,15,1015,715
657,657,657,Radox,Q7281681,194,brand of personal care products,Low-importance,1891.0,0,136,178
658,658,658,Ramon_Dino,Q109859288,10452,professional Brazilian Bodybuilder,Unknown-importance,8446.0,58,8,34
659,659,659,Razor,Q13422881,3175,bladed tool or device to remove body hair,Low-importance,23543.0,37,426,403
660,660,660,Rebound_exercise,Q3931260,506,type of elastically leveraged low-impact exercise,Low-importance,14765.0,11,42,29
661,661,661,Recess_(break),Q176274,768,general term for a period in which a group of people are temporarily dismissed from their duties,Mid-importance,34391.0,23,111,163
662,662,662,Regulation_of_electronic_cigarettes,Q18206812,1263,overview about the regulation of electronic cigarettes,Low-importance,215921.0,74,49,819
663,663,663,Relative_energy_deficiency_in_sport,Q755630,686,syndrome caused by chronic low energy availability in athletes,Mid-importance,32714.0,22,90,137
664,664,664,Remington_Products,Q825258,1219,company,Low-importance,92.0,0,28,5
665,665,665,Resistance_band,Q2882175,698,elastic band used for strength training and physical therapy,Low-importance,4711.0,11,25,23
666,666,666,Resort,Q875157,3132,self-contained commercial establishment which attempts to provide for most of a vacationer's wants,High-importance,13326.0,39,1350,348
667,667,667,Respirator,Q271779,2001,"device designed to protect the wearer from inhaling harmful dusts, fumes, vapors, or gases",High-importance,93065.0,359,434,577
668,668,668,Responses_to_the_COVID-19_pandemic_in_April_2020,Q96401587,791,aspect of the coronavirus outbreak,Low-importance,333917.0,33,1306,2894
669,669,669,Responses_to_the_COVID-19_pandemic_in_February_2020,Q94381343,649,aspect of the coronavirus outbreak,Low-importance,285673.0,26,1308,2690
670,670,670,Responses_to_the_COVID-19_pandemic_in_July_2020,Q96731877,176,aspect of the coronavirus outbreak,Low-importance,349884.0,18,1302,3205
671,671,671,Responses_to_the_COVID-19_pandemic_in_June_2020,Q96731773,327,aspect of the coronavirus outbreak,Low-importance,284258.0,39,1302,2847
672,672,672,Responses_to_the_COVID-19_pandemic_in_March_2020,Q89487202,568,aspect of the coronavirus outbreak,Low-importance,253689.0,32,1306,2604
673,673,673,Responses_to_the_COVID-19_pandemic_in_May_2020,Q94141388,248,aspect of the coronavirus outbreak,Low-importance,186562.0,19,1304,2375
674,674,674,Responsible_Parenthood_and_Reproductive_Health_Act_of_2012,Q368874,95,Philippine law,Unknown-importance,101253.0,22,354,445
675,675,675,Rich_Froning_Jr.,Q15069763,16512,American CrossFit athlete,Low-importance,21275.0,16,41,115
676,676,676,Richard_Simmons,Q498019,2949687,American fitness instructor and video producer (1948–2024),Unknown-importance,82448.0,1202,191,449
677,677,677,Rishi_Shah,Q38034475,9822,American businessman,Low-importance,8294.0,10,6,30
678,678,678,Rock_fever,Q108101510,4424,Effect on people who move to islands,Low-importance,2839.0,5,3,18
679,679,679,Rosalie_Bradford,Q4097406,1117,Guiness World's heaviest woman (1943–2006),Low-importance,4673.0,5,5,31
680,680,680,Russian_twist,Q7382294,296,exercise movement,Unknown-importance,2348.0,10,58,86
681,681,681,Ruth_Zukerman,Q56274586,248,American businessperson,Low-importance,9254.0,11,3,31
682,682,682,SSL_International,Q1675535,251,British company,Low-importance,10096.0,8,57,110
683,683,683,Sack_tapping,Q7396812,195,slang for a specific violent game or prank,Low-importance,6160.0,11,5,188
684,684,684,Sackler_family,Q61911512,1224161,American billionaire family,Low-importance,53256.0,100,74,248
685,685,685,Safe_injection_site,Q1259963,1026,medical facility,Low-importance,113.0,0,16,10
686,686,686,Saponification,Q335024,48430,process that involves conversion of fat or oil into soap and alcohol by the action of heat in the presence of aqueous alkali,Mid-importance,12782.0,19,229,80
687,687,687,Saun,Q57036,737,small room or building designed as a place to experience dry or wet heat sessions,Mid-importance,19.0,0,0,1
688,688,688,Sauna,Q57036,91960,small room or building designed as a place to experience dry or wet heat sessions,Mid-importance,80773.0,129,885,747
689,689,689,Schick_(razors),Q2911846,1661,brand of personal care and safety razors,Low-importance,7824.0,4,77,41
690,690,690,Screen_time,Q28130149,3010,"amount of time spent using a device such as a smartphone, computer, television, or video game console",Low-importance,52667.0,123,479,616
691,691,691,Sedentary_lifestyle,Q1349358,35882,inactive lifestyle with health risks,Mid-importance,38561.0,48,286,272
692,692,692,Self-care,Q4519653,2489,"necessary human regulatory function which is under individual control, deliberate and self-initiated",Mid-importance,87341.0,51,207,537
693,693,693,Senate_HELP_Committee,Q2495438,597,Standing committee of the United States Senate,Low-importance,85.0,0,11,1
694,694,694,Sensodyne,Q2046939,301,an oral health brand targeted at people with sensitive teeth,Low-importance,11678.0,13,145,97
695,695,695,Sensory_room,Q7451139,408,"special room designed to stimulate a person's senses for therapy, usually through special lighting, music, and objects",Unknown-importance,13197.0,8,24,79
696,696,696,Serving_His_Children,Q105563991,45018,Christian nonprofit,Low-importance,16191.0,9,5,56
697,697,697,Set_point_theory,Q97216879,109,theory of obesity,Unknown-importance,11854.0,7,61,132
698,698,698,Sex_workers'_rights,Q7458549,480,"Human, health, and labor rights of sex workers and their clients",Low-importance,90868.0,48,1566,860
699,699,699,Sexercise,Q7458563,1079,Exercise style,Low-importance,1748.0,4,288,226
700,700,700,Shake_Weight,Q2276502,2905,exercise equipment,Low-importance,5442.0,17,10,37
701,701,701,Shampoo,Q180204,47939,hair care product,Low-importance,40918.0,112,729,773
702,702,702,Shavasana,Q2019129,30661,relaxing reclining posture in hatha yoga,Mid-importance,11560.0,11,115,356
703,703,703,Shower_gel,Q1267611,381,liquid products used for cleaning the body,Low-importance,11847.0,31,45,62
704,704,704,Sick_baby_hoax,Q7507594,193,confidence trick,Low-importance,3047.0,7,196,160
705,705,705,Side_collision,Q1427114,126,"traffic collision where the sides of two vehicles such as cars, trains or ships collide",Low-importance,32000.0,11,127,178
706,706,706,Siesta,Q203324,82933,short nap taken in the early afternoon,Unknown-importance,19459.0,42,187,222
707,707,707,Sitz_bath,Q7532190,24211,Bath in which a person sits in water up to the hips,Low-importance,6954.0,6,26,48
708,708,708,Skin_care,Q1294114,4021,grooming behavior,Mid-importance,35781.0,24,167,190
709,709,709,Slave_health_on_plantations_in_the_United_States,Q7539187,111,,Low-importance,21674.0,20,153,243
710,710,710,Slipping_rib_syndrome,Q3508629,19228,medical condition,Low-importance,24880.0,8,78,245
711,711,711,Smith_machine,Q3543817,14248,strength training gym equipment,Unknown-importance,10601.0,8,20,48
712,712,712,Smog,Q169994,43018,severe air pollution,Mid-importance,85319.0,69,723,735
713,713,713,Smoking,Q662860,59143,"breathing in smoke after burning a substance and inhaling, done in order to be tasted and absorbed into the bloodstream",High-importance,98848.0,62,1246,839
714,714,714,Smoking_age,Q7546043,5531,minimum age to purchase or use tobacco products,Mid-importance,78.0,0,226,5
